Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  [67] void __gnu_cxx::new_allocator<std::complex<double> >::construct<std::complex<double>, std::complex<double> const&>(std::complex<double>*, std::complex<double> const&) [79] std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::_M_get_Tp_allocator() [91] std::complex<double>* std::__uninitialized_copy_a<std::move_iterator<std::complex<double>*>, std::complex<double>*, std::complex<double> >(std::move_iterator<std::complex<double>*>, std::move_iterator<std::complex<double>*>, std::complex<double>*, std::allocator<std::complex<double> >&)
  [70] void __gnu_cxx::new_allocator<std::complex<double> >::construct<std::complex<double>, std::complex<double> >(std::complex<double>*, std::complex<double>&&) [133] std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::_Vector_base() [83] Vector const* std::__make_move_if_noexcept_iterator<Vector, Vector const*>(Vector*)
 [127] __gnu_cxx::new_allocator<std::complex<double> >::new_allocator() [134] std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::~_Vector_base() [78] std::move_iterator<std::complex<double>*> std::__make_move_if_noexcept_iterator<std::complex<double>, std::move_iterator<std::complex<double>*> >(std::complex<double>*)
 [128] __gnu_cxx::new_allocator<std::complex<double> >::~new_allocator() [77] std::move_iterator<std::complex<double>*>::move_iterator(std::complex<double>*) [28] Vector* std::__uninitialized_move_if_noexcept_a<Vector*, Vector*, std::allocator<Vector> >(Vector*, Vector*, Vector*, std::allocator<Vector>&)
  [95] __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >::__normal_iterator(Vector* const&) [60] std::move_iterator<std::complex<double>*>::operator++() [92] std::complex<double>* std::__uninitialized_move_if_noexcept_a<std::complex<double>*, std::complex<double>*, std::allocator<std::complex<double> > >(std::complex<double>*, std::complex<double>*, std::complex<double>*, std::allocator<std::complex<double> >&)
  [84] __gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >::__normal_iterator(std::complex<double>* const&) [121] std::allocator_traits<std::allocator<Vector> >::deallocate(std::allocator<Vector>&, Vector*, unsigned long) [33] double std::abs<double>(std::complex<double> const&)
 [118] __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >::difference_type __gnu_cxx::operator-<Vector*, std::vector<Vector, std::allocator<Vector> > >(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > > const&, __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > > const&) [122] std::allocator_traits<std::allocator<Vector> >::allocate(std::allocator<Vector>&, unsigned long) [94] unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&)
 [105] __gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >::difference_type __gnu_cxx::operator-<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >(__gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > > const&, __gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > > const&) [98] std::allocator_traits<std::allocator<Vector> >::max_size(std::allocator<Vector> const&) [75] std::remove_reference<Vector&>::type&& std::move<Vector&>(Vector&)
 [158] tbb::tick_count::interval_t::seconds() const [40] void std::allocator_traits<std::allocator<Vector> >::construct<Vector, Vector const&>(std::allocator<Vector>&, Vector*, Vector const&) [74] std::remove_reference<std::complex<double>&>::type&& std::move<std::complex<double>&>(std::complex<double>&)
  [48] Matrix::operator[](int) const [31] void std::allocator_traits<std::allocator<Vector> >::construct<Vector, Vector>(std::allocator<Vector>&, Vector*, Vector&&) [55] Vector&& std::forward<Vector>(std::remove_reference<Vector>::type&)
   [3] Matrix::operator*(Vector const&) const [108] std::allocator_traits<std::allocator<std::complex<double> > >::deallocate(std::allocator<std::complex<double> >&, std::complex<double>*, unsigned long) [65] Vector const& std::forward<Vector const&>(std::remove_reference<Vector const&>::type&)
  [19] Vector::InnerProduct(Vector const&) const [109] std::allocator_traits<std::allocator<std::complex<double> > >::allocate(std::allocator<std::complex<double> >&, unsigned long) [64] std::complex<double> const& std::forward<std::complex<double> const&>(std::remove_reference<std::complex<double> const&>::type&)
  [34] Vector::Norm() const   [88] std::allocator_traits<std::allocator<std::complex<double> > >::max_size(std::allocator<std::complex<double> > const&) [51] std::complex<double>&& std::forward<std::complex<double> >(std::remove_reference<std::complex<double> >::type&)
  [18] Vector::Size() const   [68] void std::allocator_traits<std::allocator<std::complex<double> > >::construct<std::complex<double>, std::complex<double> const&>(std::allocator<std::complex<double> >&, std::complex<double>*, std::complex<double> const&) [63] void std::_Destroy<Vector>(Vector*)
   [9] Vector::operator[](int) const [71] void std::allocator_traits<std::allocator<std::complex<double> > >::construct<std::complex<double>, std::complex<double> >(std::allocator<std::complex<double> >&, std::complex<double>*, std::complex<double>&&) [114] void std::_Destroy<Vector*>(Vector*, Vector*)
  [23] Vector::operator-(Vector const&) const [25] Vector* std::__uninitialized_copy<false>::__uninit_copy<Vector const*, Vector*>(Vector const*, Vector const*, Vector*) [115] void std::_Destroy<Vector*, Vector>(Vector*, Vector*, std::allocator<Vector>&)
  [20] Vector::operator+(Vector const&) const [89] std::complex<double>* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<std::complex<double>*>, std::complex<double>*>(std::move_iterator<std::complex<double>*>, std::move_iterator<std::complex<double>*>, std::complex<double>*) [101] void std::_Destroy<std::complex<double>*>(std::complex<double>*, std::complex<double>*)
  [93] __gnu_cxx::new_allocator<Vector>::max_size() const [21] void std::vector<Vector, std::allocator<Vector> >::emplace_back<Vector>(Vector&&) [102] void std::_Destroy<std::complex<double>*, std::complex<double> >(std::complex<double>*, std::complex<double>*, std::allocator<std::complex<double> >&)
  [80] __gnu_cxx::new_allocator<std::complex<double> >::max_size() const [37] void std::vector<Vector, std::allocator<Vector> >::_M_realloc_insert<Vector const&>(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, Vector const&) [10] std::complex<double> std::operator/<double>(std::complex<double> const&, std::complex<double> const&)
  [81] __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >::base() const [29] void std::vector<Vector, std::allocator<Vector> >::_M_realloc_insert<Vector>(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, Vector&&) [57] bool std::operator==<std::complex<double>*>(std::move_iterator<std::complex<double>*> const&, std::move_iterator<std::complex<double>*> const&)
  [76] __gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >::base() const [123] std::vector<Vector, std::allocator<Vector> >::end() [4] std::complex<double> std::operator*<double>(std::complex<double> const&, std::complex<double> const&)
  [96] std::_Vector_base<Vector, std::allocator<Vector> >::_M_get_Tp_allocator() const [124] std::vector<Vector, std::allocator<Vector> >::begin() [58] bool std::operator!=<std::complex<double>*>(std::move_iterator<std::complex<double>*> const&, std::move_iterator<std::complex<double>*> const&)
  [85] std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::_M_get_Tp_allocator() const [22] std::vector<Vector, std::allocator<Vector> >::push_back(Vector&&) [32] std::complex<double> std::operator+<double>(std::complex<double> const&, std::complex<double> const&)
  [52] std::move_iterator<std::complex<double>*>::base() const [38] std::vector<Vector, std::allocator<Vector> >::push_back(Vector const&) [12] operator*(std::complex<double> const&, Vector const&)
  [59] std::move_iterator<std::complex<double>*>::operator*() const [147] std::vector<Vector, std::allocator<Vector> >::vector() [50] operator new(unsigned long, void*)
 [119] std::vector<Vector, std::allocator<Vector> >::_M_check_len(unsigned long, char const*) const [148] std::vector<Vector, std::allocator<Vector> >::~vector()
  [82] std::vector<Vector, std::allocator<Vector> >::size() const [56] std::vector<Vector, std::allocator<Vector> >::operator[](unsigned long)
