Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00     874/885         std::vector<std::complex<double>, std::allocator<std::complex<double> > >::push_back(std::complex<double> const&) [69]
[68]     0.0    0.00    0.00     885         void std::allocator_traits<std::allocator<std::complex<double> > >::construct<std::complex<double>, std::complex<double> const&>(std::allocator<std::complex<double> >&, std::complex<double>*, std::complex<double> const&) [68]
                0.00    0.00     885/1781        std::complex<double> const& std::forward<std::complex<double> const&>(std::remove_reference<std::complex<double> const&>::type&) [64]
                0.00    0.00     885/885         void __gnu_cxx::new_allocator<std::complex<double> >::construct<std::complex<double>, std::complex<double> const&>(std::complex<double>*, std::complex<double> const&) [67]
-----------------------------------------------
                0.00    0.00     885/885         main [1]
[69]     0.0    0.00    0.00     885         std::vector<std::complex<double>, std::allocator<std::complex<double> > >::push_back(std::complex<double> const&) [69]
                0.00    0.00     874/885         void std::allocator_traits<std::allocator<std::complex<double> > >::construct<std::complex<double>, std::complex<double> const&>(std::allocator<std::complex<double> >&, std::complex<double>*, std::complex<double> const&) [68]
                0.00    0.00      11/31          std::vector<std::complex<double>, std::allocator<std::complex<double> > >::end() [110]
                0.00    0.00      11/11          void std::vector<std::complex<double>, std::allocator<std::complex<double> > >::_M_realloc_insert<std::complex<double> const&>(__gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, std::complex<double> const&) [126]
-----------------------------------------------
                0.00    0.00     862/862         void std::allocator_traits<std::allocator<std::complex<double> > >::construct<std::complex<double>, std::complex<double> >(std::allocator<std::complex<double> >&, std::complex<double>*, std::complex<double>&&) [71]
[70]     0.0    0.00    0.00     862         void __gnu_cxx::new_allocator<std::complex<double> >::construct<std::complex<double>, std::complex<double> >(std::complex<double>*, std::complex<double>&&) [70]
                0.00    0.00     862/4651        std::complex<double>&& std::forward<std::complex<double> >(std::remove_reference<std::complex<double> >::type&) [51]
                0.00    0.00     862/5676        operator new(unsigned long, void*) [50]
-----------------------------------------------
                0.00    0.00      20/862         void std::vector<std::complex<double>, std::allocator<std::complex<double> > >::_M_realloc_insert<std::complex<double> >(__gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, std::complex<double>&&) [125]
                0.00    0.00     842/862         void std::vector<std::complex<double>, std::allocator<std::complex<double> > >::emplace_back<std::complex<double> >(std::complex<double>&&) [72]
[71]     0.0    0.00    0.00     862         void std::allocator_traits<std::allocator<std::complex<double> > >::construct<std::complex<double>, std::complex<double> >(std::allocator<std::complex<double> >&, std::complex<double>*, std::complex<double>&&) [71]
                0.00    0.00     862/4651        std::complex<double>&& std::forward<std::complex<double> >(std::remove_reference<std::complex<double> >::type&) [51]
                0.00    0.00     862/862         void __gnu_cxx::new_allocator<std::complex<double> >::construct<std::complex<double>, std::complex<double> >(std::complex<double>*, std::complex<double>&&) [70]
-----------------------------------------------
                0.00    0.00     862/862         std::vector<std::complex<double>, std::allocator<std::complex<double> > >::push_back(std::complex<double>&&) [73]
[72]     0.0    0.00    0.00     862         void std::vector<std::complex<double>, std::allocator<std::complex<double> > >::emplace_back<std::complex<double> >(std::complex<double>&&) [72]
                0.00    0.00     862/4651        std::complex<double>&& std::forward<std::complex<double> >(std::remove_reference<std::complex<double> >::type&) [51]
                0.00    0.00     842/862         void std::allocator_traits<std::allocator<std::complex<double> > >::construct<std::complex<double>, std::complex<double> >(std::allocator<std::complex<double> >&, std::complex<double>*, std::complex<double>&&) [71]
                0.00    0.00      20/31          std::vector<std::complex<double>, std::allocator<std::complex<double> > >::end() [110]
                0.00    0.00      20/20          void std::vector<std::complex<double>, std::allocator<std::complex<double> > >::_M_realloc_insert<std::complex<double> >(__gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, std::complex<double>&&) [125]
-----------------------------------------------
                0.00    0.00     862/862         BICGSTAB::Solve(Matrix const&, Vector&, Vector const&) [2]
[73]     0.0    0.00    0.00     862         std::vector<std::complex<double>, std::allocator<std::complex<double> > >::push_back(std::complex<double>&&) [73]
                0.00    0.00     862/862         std::remove_reference<std::complex<double>&>::type&& std::move<std::complex<double>&>(std::complex<double>&) [74]
                0.00    0.00     862/862         void std::vector<std::complex<double>, std::allocator<std::complex<double> > >::emplace_back<std::complex<double> >(std::complex<double>&&) [72]
-----------------------------------------------
                0.00    0.00     862/862         std::vector<std::complex<double>, std::allocator<std::complex<double> > >::push_back(std::complex<double>&&) [73]
[74]     0.0    0.00    0.00     862         std::remove_reference<std::complex<double>&>::type&& std::move<std::complex<double>&>(std::complex<double>&) [74]
-----------------------------------------------
                0.00    0.00     860/860         std::vector<Vector, std::allocator<Vector> >::push_back(Vector&&) [22]
[75]     0.0    0.00    0.00     860         std::remove_reference<Vector&>::type&& std::move<Vector&>(Vector&) [75]
-----------------------------------------------
                0.00    0.00      22/124         void std::vector<std::complex<double>, std::allocator<std::complex<double> > >::_M_realloc_insert<std::complex<double> const&>(__gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, std::complex<double> const&) [126]
                0.00    0.00      40/124         void std::vector<std::complex<double>, std::allocator<std::complex<double> > >::_M_realloc_insert<std::complex<double> >(__gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, std::complex<double>&&) [125]
                0.00    0.00      62/124         __gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >::difference_type __gnu_cxx::operator-<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >(__gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > > const&, __gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > > const&) [105]
[76]     0.0    0.00    0.00     124         __gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >::base() const [76]
-----------------------------------------------
                0.00    0.00     124/124         std::move_iterator<std::complex<double>*> std::__make_move_if_noexcept_iterator<std::complex<double>, std::move_iterator<std::complex<double>*> >(std::complex<double>*) [78]
[77]     0.0    0.00    0.00     124         std::move_iterator<std::complex<double>*>::move_iterator(std::complex<double>*) [77]
-----------------------------------------------
                0.00    0.00     124/124         std::complex<double>* std::__uninitialized_move_if_noexcept_a<std::complex<double>*, std::complex<double>*, std::allocator<std::complex<double> > >(std::complex<double>*, std::complex<double>*, std::complex<double>*, std::allocator<std::complex<double> >&) [92]
[78]     0.0    0.00    0.00     124         std::move_iterator<std::complex<double>*> std::__make_move_if_noexcept_iterator<std::complex<double>, std::move_iterator<std::complex<double>*> >(std::complex<double>*) [78]
                0.00    0.00     124/124         std::move_iterator<std::complex<double>*>::move_iterator(std::complex<double>*) [77]
-----------------------------------------------
                0.00    0.00       3/96          std::vector<std::complex<double>, std::allocator<std::complex<double> > >::~vector() [136]
                0.00    0.00      33/96          void std::vector<std::complex<double>, std::allocator<std::complex<double> > >::_M_realloc_insert<std::complex<double> const&>(__gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, std::complex<double> const&) [126]
                0.00    0.00      60/96          void std::vector<std::complex<double>, std::allocator<std::complex<double> > >::_M_realloc_insert<std::complex<double> >(__gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, std::complex<double>&&) [125]
[79]     0.0    0.00    0.00      96         std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::_M_get_Tp_allocator() [79]
-----------------------------------------------
                0.00    0.00      31/93          __gnu_cxx::new_allocator<std::complex<double> >::allocate(unsigned long, void const*) [104]
                0.00    0.00      62/93          std::allocator_traits<std::allocator<std::complex<double> > >::max_size(std::allocator<std::complex<double> > const&) [88]
[80]     0.0    0.00    0.00      93         __gnu_cxx::new_allocator<std::complex<double> >::max_size() const [80]
-----------------------------------------------
                0.00    0.00       4/80          void std::vector<Vector, std::allocator<Vector> >::_M_realloc_insert<Vector const&>(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, Vector const&) [37]
                0.00    0.00      36/80          void std::vector<Vector, std::allocator<Vector> >::_M_realloc_insert<Vector>(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, Vector&&) [29]
                0.00    0.00      40/80          __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >::difference_type __gnu_cxx::operator-<Vector*, std::vector<Vector, std::allocator<Vector> > >(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > > const&, __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > > const&) [118]
[81]     0.0    0.00    0.00      80         __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >::base() const [81]
-----------------------------------------------
                0.00    0.00      80/80          std::vector<Vector, std::allocator<Vector> >::_M_check_len(unsigned long, char const*) const [119]
[82]     0.0    0.00    0.00      80         std::vector<Vector, std::allocator<Vector> >::size() const [82]
-----------------------------------------------
                0.00    0.00      80/80          Vector* std::__uninitialized_move_if_noexcept_a<Vector*, Vector*, std::allocator<Vector> >(Vector*, Vector*, Vector*, std::allocator<Vector>&) [28]
[83]     0.0    0.00    0.00      80         Vector const* std::__make_move_if_noexcept_iterator<Vector, Vector const*>(Vector*) [83]
-----------------------------------------------
                0.00    0.00      31/62          std::vector<std::complex<double>, std::allocator<std::complex<double> > >::end() [110]
                0.00    0.00      31/62          std::vector<std::complex<double>, std::allocator<std::complex<double> > >::begin() [111]
[84]     0.0    0.00    0.00      62         __gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >::__normal_iterator(std::complex<double>* const&) [84]
-----------------------------------------------
                0.00    0.00      62/62          std::vector<std::complex<double>, std::allocator<std::complex<double> > >::max_size() const [86]
[85]     0.0    0.00    0.00      62         std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::_M_get_Tp_allocator() const [85]
-----------------------------------------------
                0.00    0.00      62/62          std::vector<std::complex<double>, std::allocator<std::complex<double> > >::_M_check_len(unsigned long, char const*) const [106]
[86]     0.0    0.00    0.00      62         std::vector<std::complex<double>, std::allocator<std::complex<double> > >::max_size() const [86]
                0.00    0.00      62/62          std::allocator_traits<std::allocator<std::complex<double> > >::max_size(std::allocator<std::complex<double> > const&) [88]
                0.00    0.00      62/62          std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::_M_get_Tp_allocator() const [85]
-----------------------------------------------
                0.00    0.00       2/62          std::vector<Vector, std::allocator<Vector> >::~vector() [148]
                0.00    0.00       6/62          void std::vector<Vector, std::allocator<Vector> >::_M_realloc_insert<Vector const&>(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, Vector const&) [37]
                0.00    0.00      54/62          void std::vector<Vector, std::allocator<Vector> >::_M_realloc_insert<Vector>(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, Vector&&) [29]
[87]     0.0    0.00    0.00      62         std::_Vector_base<Vector, std::allocator<Vector> >::_M_get_Tp_allocator() [87]
-----------------------------------------------
                0.00    0.00      62/62          std::vector<std::complex<double>, std::allocator<std::complex<double> > >::max_size() const [86]
[88]     0.0    0.00    0.00      62         std::allocator_traits<std::allocator<std::complex<double> > >::max_size(std::allocator<std::complex<double> > const&) [88]
                0.00    0.00      62/93          __gnu_cxx::new_allocator<std::complex<double> >::max_size() const [80]
-----------------------------------------------
                0.00    0.00      62/62          std::complex<double>* std::uninitialized_copy<std::move_iterator<std::complex<double>*>, std::complex<double>*>(std::move_iterator<std::complex<double>*>, std::move_iterator<std::complex<double>*>, std::complex<double>*) [90]
[89]     0.0    0.00    0.00      62         std::complex<double>* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<std::complex<double>*>, std::complex<double>*>(std::move_iterator<std::complex<double>*>, std::move_iterator<std::complex<double>*>, std::complex<double>*) [89]
                0.00    0.00    2107/2107        bool std::operator!=<std::complex<double>*>(std::move_iterator<std::complex<double>*> const&, std::move_iterator<std::complex<double>*> const&) [58]
                0.00    0.00    2045/2045        std::move_iterator<std::complex<double>*>::operator*() const [59]
                0.00    0.00    2045/2045        std::complex<double>* std::__addressof<std::complex<double> >(std::complex<double>&) [62]
                0.00    0.00    2045/2045        void std::_Construct<std::complex<double>, std::complex<double> >(std::complex<double>*, std::complex<double>&&) [61]
                0.00    0.00    2045/2045        std::move_iterator<std::complex<double>*>::operator++() [60]
-----------------------------------------------
                0.00    0.00      62/62          std::complex<double>* std::__uninitialized_copy_a<std::move_iterator<std::complex<double>*>, std::complex<double>*, std::complex<double> >(std::move_iterator<std::complex<double>*>, std::move_iterator<std::complex<double>*>, std::complex<double>*, std::allocator<std::complex<double> >&) [91]
[90]     0.0    0.00    0.00      62         std::complex<double>* std::uninitialized_copy<std::move_iterator<std::complex<double>*>, std::complex<double>*>(std::move_iterator<std::complex<double>*>, std::move_iterator<std::complex<double>*>, std::complex<double>*) [90]
                0.00    0.00      62/62          std::complex<double>* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<std::complex<double>*>, std::complex<double>*>(std::move_iterator<std::complex<double>*>, std::move_iterator<std::complex<double>*>, std::complex<double>*) [89]
-----------------------------------------------
                0.00    0.00      62/62          std::complex<double>* std::__uninitialized_move_if_noexcept_a<std::complex<double>*, std::complex<double>*, std::allocator<std::complex<double> > >(std::complex<double>*, std::complex<double>*, std::complex<double>*, std::allocator<std::complex<double> >&) [92]
[91]     0.0    0.00    0.00      62         std::complex<double>* std::__uninitialized_copy_a<std::move_iterator<std::complex<double>*>, std::complex<double>*, std::complex<double> >(std::move_iterator<std::complex<double>*>, std::move_iterator<std::complex<double>*>, std::complex<double>*, std::allocator<std::complex<double> >&) [91]
                0.00    0.00      62/62          std::complex<double>* std::uninitialized_copy<std::move_iterator<std::complex<double>*>, std::complex<double>*>(std::move_iterator<std::complex<double>*>, std::move_iterator<std::complex<double>*>, std::complex<double>*) [90]
-----------------------------------------------
                0.00    0.00      22/62          void std::vector<std::complex<double>, std::allocator<std::complex<double> > >::_M_realloc_insert<std::complex<double> const&>(__gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, std::complex<double> const&) [126]
                0.00    0.00      40/62          void std::vector<std::complex<double>, std::allocator<std::complex<double> > >::_M_realloc_insert<std::complex<double> >(__gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, std::complex<double>&&) [125]
[92]     0.0    0.00    0.00      62         std::complex<double>* std::__uninitialized_move_if_noexcept_a<std::complex<double>*, std::complex<double>*, std::allocator<std::complex<double> > >(std::complex<double>*, std::complex<double>*, std::complex<double>*, std::allocator<std::complex<double> >&) [92]
                0.00    0.00     124/124         std::move_iterator<std::complex<double>*> std::__make_move_if_noexcept_iterator<std::complex<double>, std::move_iterator<std::complex<double>*> >(std::complex<double>*) [78]
                0.00    0.00      62/62          std::complex<double>* std::__uninitialized_copy_a<std::move_iterator<std::complex<double>*>, std::complex<double>*, std::complex<double> >(std::move_iterator<std::complex<double>*>, std::move_iterator<std::complex<double>*>, std::complex<double>*, std::allocator<std::complex<double> >&) [91]
-----------------------------------------------
                0.00    0.00      20/60          __gnu_cxx::new_allocator<Vector>::allocate(unsigned long, void const*) [117]
                0.00    0.00      40/60          std::allocator_traits<std::allocator<Vector> >::max_size(std::allocator<Vector> const&) [98]
[93]     0.0    0.00    0.00      60         __gnu_cxx::new_allocator<Vector>::max_size() const [93]
-----------------------------------------------
                0.00    0.00      20/51          std::vector<Vector, std::allocator<Vector> >::_M_check_len(unsigned long, char const*) const [119]
                0.00    0.00      31/51          std::vector<std::complex<double>, std::allocator<std::complex<double> > >::_M_check_len(unsigned long, char const*) const [106]
[94]     0.0    0.00    0.00      51         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [94]
-----------------------------------------------
                0.00    0.00      20/40          std::vector<Vector, std::allocator<Vector> >::end() [123]
                0.00    0.00      20/40          std::vector<Vector, std::allocator<Vector> >::begin() [124]
[95]     0.0    0.00    0.00      40         __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >::__normal_iterator(Vector* const&) [95]
-----------------------------------------------
                0.00    0.00      40/40          std::vector<Vector, std::allocator<Vector> >::max_size() const [97]
[96]     0.0    0.00    0.00      40         std::_Vector_base<Vector, std::allocator<Vector> >::_M_get_Tp_allocator() const [96]
-----------------------------------------------
                0.00    0.00      40/40          std::vector<Vector, std::allocator<Vector> >::_M_check_len(unsigned long, char const*) const [119]
[97]     0.0    0.00    0.00      40         std::vector<Vector, std::allocator<Vector> >::max_size() const [97]
                0.00    0.00      40/40          std::_Vector_base<Vector, std::allocator<Vector> >::_M_get_Tp_allocator() const [96]
                0.00    0.00      40/40          std::allocator_traits<std::allocator<Vector> >::max_size(std::allocator<Vector> const&) [98]
-----------------------------------------------
                0.00    0.00      40/40          std::vector<Vector, std::allocator<Vector> >::max_size() const [97]
[98]     0.0    0.00    0.00      40         std::allocator_traits<std::allocator<Vector> >::max_size(std::allocator<Vector> const&) [98]
                0.00    0.00      40/60          __gnu_cxx::new_allocator<Vector>::max_size() const [93]
-----------------------------------------------
                0.00    0.00      34/34          void std::_Destroy<std::complex<double>*>(std::complex<double>*, std::complex<double>*) [101]
[99]     0.0    0.00    0.00      34         void std::_Destroy_aux<true>::__destroy<std::complex<double>*>(std::complex<double>*, std::complex<double>*) [99]
-----------------------------------------------
                0.00    0.00       3/34          std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::~_Vector_base() [134]
                0.00    0.00      11/34          void std::vector<std::complex<double>, std::allocator<std::complex<double> > >::_M_realloc_insert<std::complex<double> const&>(__gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, std::complex<double> const&) [126]
                0.00    0.00      20/34          void std::vector<std::complex<double>, std::allocator<std::complex<double> > >::_M_realloc_insert<std::complex<double> >(__gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, std::complex<double>&&) [125]
[100]    0.0    0.00    0.00      34         std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::_M_deallocate(std::complex<double>*, unsigned long) [100]
                0.00    0.00      31/31          std::allocator_traits<std::allocator<std::complex<double> > >::deallocate(std::allocator<std::complex<double> >&, std::complex<double>*, unsigned long) [108]
-----------------------------------------------
                0.00    0.00      34/34          void std::_Destroy<std::complex<double>*, std::complex<double> >(std::complex<double>*, std::complex<double>*, std::allocator<std::complex<double> >&) [102]
[101]    0.0    0.00    0.00      34         void std::_Destroy<std::complex<double>*>(std::complex<double>*, std::complex<double>*) [101]
                0.00    0.00      34/34          void std::_Destroy_aux<true>::__destroy<std::complex<double>*>(std::complex<double>*, std::complex<double>*) [99]
-----------------------------------------------
                0.00    0.00       3/34          std::vector<std::complex<double>, std::allocator<std::complex<double> > >::~vector() [136]
                0.00    0.00      11/34          void std::vector<std::complex<double>, std::allocator<std::complex<double> > >::_M_realloc_insert<std::complex<double> const&>(__gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, std::complex<double> const&) [126]
                0.00    0.00      20/34          void std::vector<std::complex<double>, std::allocator<std::complex<double> > >::_M_realloc_insert<std::complex<double> >(__gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, std::complex<double>&&) [125]
[102]    0.0    0.00    0.00      34         void std::_Destroy<std::complex<double>*, std::complex<double> >(std::complex<double>*, std::complex<double>*, std::allocator<std::complex<double> >&) [102]
                0.00    0.00      34/34          void std::_Destroy<std::complex<double>*>(std::complex<double>*, std::complex<double>*) [101]
-----------------------------------------------
                0.00    0.00      31/31          std::allocator_traits<std::allocator<std::complex<double> > >::deallocate(std::allocator<std::complex<double> >&, std::complex<double>*, unsigned long) [108]
[103]    0.0    0.00    0.00      31         __gnu_cxx::new_allocator<std::complex<double> >::deallocate(std::complex<double>*, unsigned long) [103]
-----------------------------------------------
                0.00    0.00      31/31          std::allocator_traits<std::allocator<std::complex<double> > >::allocate(std::allocator<std::complex<double> >&, unsigned long) [109]
[104]    0.0    0.00    0.00      31         __gnu_cxx::new_allocator<std::complex<double> >::allocate(unsigned long, void const*) [104]
                0.00    0.00      31/93          __gnu_cxx::new_allocator<std::complex<double> >::max_size() const [80]
-----------------------------------------------
                0.00    0.00      11/31          void std::vector<std::complex<double>, std::allocator<std::complex<double> > >::_M_realloc_insert<std::complex<double> const&>(__gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, std::complex<double> const&) [126]
                0.00    0.00      20/31          void std::vector<std::complex<double>, std::allocator<std::complex<double> > >::_M_realloc_insert<std::complex<double> >(__gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, std::complex<double>&&) [125]
[105]    0.0    0.00    0.00      31         __gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >::difference_type __gnu_cxx::operator-<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >(__gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > > const&, __gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > > const&) [105]
                0.00    0.00      62/124         __gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >::base() const [76]
-----------------------------------------------
                0.00    0.00      11/31          void std::vector<std::complex<double>, std::allocator<std::complex<double> > >::_M_realloc_insert<std::complex<double> const&>(__gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, std::complex<double> const&) [126]
                0.00    0.00      20/31          void std::vector<std::complex<double>, std::allocator<std::complex<double> > >::_M_realloc_insert<std::complex<double> >(__gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, std::complex<double>&&) [125]
[106]    0.0    0.00    0.00      31         std::vector<std::complex<double>, std::allocator<std::complex<double> > >::_M_check_len(unsigned long, char const*) const [106]
                0.00    0.00     124/1011        std::vector<std::complex<double>, std::allocator<std::complex<double> > >::size() const [66]
                0.00    0.00      62/62          std::vector<std::complex<double>, std::allocator<std::complex<double> > >::max_size() const [86]
                0.00    0.00      31/51          unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [94]
-----------------------------------------------
                0.00    0.00      11/31          void std::vector<std::complex<double>, std::allocator<std::complex<double> > >::_M_realloc_insert<std::complex<double> const&>(__gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, std::complex<double> const&) [126]
                0.00    0.00      20/31          void std::vector<std::complex<double>, std::allocator<std::complex<double> > >::_M_realloc_insert<std::complex<double> >(__gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, std::complex<double>&&) [125]
[107]    0.0    0.00    0.00      31         std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::_M_allocate(unsigned long) [107]
                0.00    0.00      31/31          std::allocator_traits<std::allocator<std::complex<double> > >::allocate(std::allocator<std::complex<double> >&, unsigned long) [109]
-----------------------------------------------
                0.00    0.00      31/31          std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::_M_deallocate(std::complex<double>*, unsigned long) [100]
[108]    0.0    0.00    0.00      31         std::allocator_traits<std::allocator<std::complex<double> > >::deallocate(std::allocator<std::complex<double> >&, std::complex<double>*, unsigned long) [108]
                0.00    0.00      31/31          __gnu_cxx::new_allocator<std::complex<double> >::deallocate(std::complex<double>*, unsigned long) [103]
-----------------------------------------------
                0.00    0.00      31/31          std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::_M_allocate(unsigned long) [107]
[109]    0.0    0.00    0.00      31         std::allocator_traits<std::allocator<std::complex<double> > >::allocate(std::allocator<std::complex<double> >&, unsigned long) [109]
                0.00    0.00      31/31          __gnu_cxx::new_allocator<std::complex<double> >::allocate(unsigned long, void const*) [104]
-----------------------------------------------
                0.00    0.00      11/31          std::vector<std::complex<double>, std::allocator<std::complex<double> > >::push_back(std::complex<double> const&) [69]
                0.00    0.00      20/31          void std::vector<std::complex<double>, std::allocator<std::complex<double> > >::emplace_back<std::complex<double> >(std::complex<double>&&) [72]
[110]    0.0    0.00    0.00      31         std::vector<std::complex<double>, std::allocator<std::complex<double> > >::end() [110]
                0.00    0.00      31/62          __gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >::__normal_iterator(std::complex<double>* const&) [84]
-----------------------------------------------
                0.00    0.00      11/31          void std::vector<std::complex<double>, std::allocator<std::complex<double> > >::_M_realloc_insert<std::complex<double> const&>(__gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, std::complex<double> const&) [126]
                0.00    0.00      20/31          void std::vector<std::complex<double>, std::allocator<std::complex<double> > >::_M_realloc_insert<std::complex<double> >(__gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, std::complex<double>&&) [125]
[111]    0.0    0.00    0.00      31         std::vector<std::complex<double>, std::allocator<std::complex<double> > >::begin() [111]
                0.00    0.00      31/62          __gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >::__normal_iterator(std::complex<double>* const&) [84]
-----------------------------------------------
                0.00    0.00      22/22          void std::_Destroy<Vector*>(Vector*, Vector*) [114]
[112]    0.0    0.00    0.00      22         void std::_Destroy_aux<false>::__destroy<Vector*>(Vector*, Vector*) [112]
                0.00    0.00    1884/2906        Vector* std::__addressof<Vector>(Vector&) [54]
                0.00    0.00    1884/1884        void std::_Destroy<Vector>(Vector*) [63]
-----------------------------------------------
                0.00    0.00       2/22          std::_Vector_base<Vector, std::allocator<Vector> >::~_Vector_base() [146]
                0.00    0.00       2/22          void std::vector<Vector, std::allocator<Vector> >::_M_realloc_insert<Vector const&>(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, Vector const&) [37]
                0.00    0.00      18/22          void std::vector<Vector, std::allocator<Vector> >::_M_realloc_insert<Vector>(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, Vector&&) [29]
[113]    0.0    0.00    0.00      22         std::_Vector_base<Vector, std::allocator<Vector> >::_M_deallocate(Vector*, unsigned long) [113]
                0.00    0.00      20/20          std::allocator_traits<std::allocator<Vector> >::deallocate(std::allocator<Vector>&, Vector*, unsigned long) [121]
-----------------------------------------------
                0.00    0.00      22/22          void std::_Destroy<Vector*, Vector>(Vector*, Vector*, std::allocator<Vector>&) [115]
[114]    0.0    0.00    0.00      22         void std::_Destroy<Vector*>(Vector*, Vector*) [114]
                0.00    0.00      22/22          void std::_Destroy_aux<false>::__destroy<Vector*>(Vector*, Vector*) [112]
-----------------------------------------------
                0.00    0.00       2/22          std::vector<Vector, std::allocator<Vector> >::~vector() [148]
